2025-02-23,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-02-23,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-02-23,To pocket EUR Salvadanaio from EUR,-0.21,INVESTIMENTI,
2025-02-22,Glovo,-42.48,LOCALI&DELIVERY,
2025-02-23,Cooltra,-2.79,MOVIMENTO,
2025-02-23,To pocket EUR Salvadanaio from EUR,-0.8,INVESTIMENTI,
2025-02-23,To pocket EUR Salvadanaio from EUR,-0.24,INVESTIMENTI,
2025-02-22,Carrefour,-15.0,FOOD,
2025-02-23,Olding,-8.0,GENERIC_EXPENSE,
2025-02-23,Giunti al Punto Librerie,-13.2,GENERIC_EXPENSE,
2025-02-23,Pam Panorama,-13.76,FOOD,
2025-02-23,Feed Srls,-21.0,GENERIC_EXPENSE,
2025-02-23,Feed Srls,-21.0,GENERIC_EXPENSE,
2025-02-25,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-02-25,Amazon,-6.99,ECOMMERCE,
2025-02-28,Payment from PALLOMO MATTEO,1000.0,GIROCONTI,
2025-02-28,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-03-01,To pocket EUR Salvadanaio from EUR,-25.0,INVESTIMENTI,
2025-02-28,Maior Service,-7.0,GENERIC_EXPENSE,
2025-03-01,Transfer to SIMONE SARDO,-242.03,PAGAMENTI_MANDATI,
2025-03-01,To pocket EUR Salvadanaio from EUR,-0.5,INVESTIMENTI,
2025-03-01,Transfer from SIMONE SARDO,33.75,PAGAMENTI_RICEVUTI,
2025-03-01,Sum Amiri Snc,-67.5,GENERIC_EXPENSE,
2025-03-02,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-03-02,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-03-02,Transfer from SIMONE SARDO,15.0,PAGAMENTI_RICEVUTI,
2025-03-02,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-03-03,Exchanged to GBP,-250.0,GENERIC_EXPENSE,
2025-03-02,Yamamoto,-33.0,LOCALI&DELIVERY,
2025-03-02,Infinity Fast Food.ste,-14.0,GENERIC_EXPENSE,
2025-03-02,Becojl,-34.0,GENERIC_EXPENSE,
2025-03-03,To pocket EUR Salvadanaio from EUR,-0.5,INVESTIMENTI,
2025-03-03,To pocket EUR Salvadanaio from EUR,-0.4,INVESTIMENTI,
2025-03-03,To pocket EUR Salvadanaio from EUR,-0.3,INVESTIMENTI,
2025-03-03,To pocket EUR Salvadanaio from EUR,-0.7,INVESTIMENTI,
2025-03-03,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-03-04,Payment from PALLOMO MATTEO,1000.0,GIROCONTI,
2025-03-03,SATAP,-14.6,MOVIMENTO,
2025-03-03,MU Finest Italian Burger,-26.3,GENERIC_EXPENSE,
2025-03-03,BAR IMBARCHI,-2.7,LOCALI&DELIVERY,
2025-03-03,ITP,-1.5,GENERIC_EXPENSE,
2025-03-03,Premier Inn,-549.99,GENERIC_EXPENSE,
2025-03-07,To pocket EUR Salvadanaio from EUR,-0.3,INVESTIMENTI,
2025-03-07,Eni,-103.29,MOVIMENTO,
2025-03-07,To pocket EUR Salvadanaio from EUR,-0.71,INVESTIMENTI,
2025-03-07,To pocket EUR Salvadanaio from EUR,-0.71,INVESTIMENTI,
2025-03-07,To pocket EUR Salvadanaio from EUR,-0.3,INVESTIMENTI,
2025-03-07,To pocket EUR Salvadanaio from EUR,-0.28,INVESTIMENTI,
2025-03-08,To pocket EUR Salvadanaio from EUR,-25.0,INVESTIMENTI,
2025-03-07,Dufry,-7.7,GENERIC_EXPENSE,
2025-03-07,Pam Panorama,-51.72,FOOD,
2025-03-07,Eni,-40.02,MOVIMENTO,
2025-03-07,Farmacia Madonna Dell',-33.7,CURAPERSONALE,
2025-03-08,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-03-09,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-03-10,To pocket EUR Salvadanaio from EUR,-0.06,INVESTIMENTI,
2025-03-09,Carrefour,-31.0,FOOD,
2025-03-08,Pam Panorama,-15.0,FOOD,
2025-03-10,Amazon,-5.94,ECOMMERCE,
2025-03-13,To pocket EUR Salvadanaio from EUR,-0.81,INVESTIMENTI,
2025-03-13,Pam Panorama,-36.19,FOOD,
2025-03-14,Transfer to Revolut user,-240.0,PAGAMENTI_MANDATI,
2025-03-14,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-03-14,To pocket EUR Salvadanaio from EUR,-0.5,INVESTIMENTI,
2025-03-15,To pocket EUR Salvadanaio from EUR,-25.0,INVESTIMENTI,
2025-03-14,Mercato Centrale,-87.99,LOCALI&DELIVERY,
2025-03-14,Mercato Centrale,-21.5,LOCALI&DELIVERY,
2025-03-16,To pocket EUR Salvadanaio from EUR,-0.9,INVESTIMENTI,
2025-03-16,To pocket EUR Salvadanaio from EUR,-0.3,INVESTIMENTI,
2025-03-16,To pocket EUR Salvadanaio from EUR,-0.5,INVESTIMENTI,
2025-03-16,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-03-16,Cooltra,-3.1,MOVIMENTO,
2025-03-16,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-03-16,To pocket EUR Salvadanaio from EUR,-0.71,INVESTIMENTI,
2025-03-16,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-03-16,H&M,-42.99,HOBBY&SHOPPING,
2025-03-16,ABYstyle,-9.99,HOBBY&SHOPPING,
2025-03-16,Tabaccheria,-7.7,FUMO,
2025-03-16,Tabaccheria,-3.5,FUMO,
2025-03-16,Da Enzo Di Bozkus Enve,-5.0,GENERIC_EXPENSE,
2025-03-16,Capri,-36.29,LOCALI&DELIVERY,
2025-03-17,To pocket EUR Salvadanaio from EUR,-0.37,INVESTIMENTI,
2025-03-18,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-03-17,Amazon,-16.63,ECOMMERCE,
2025-03-18,To pocket EUR Salvadanaio from EUR,-0.03,INVESTIMENTI,
2025-03-18,Amazon,-6.99,ECOMMERCE,
2025-03-18,Pam Panorama,-37.97,FOOD,
2025-03-19,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-03-19,Amazon,-7.99,ECOMMERCE,
2025-03-21,To pocket EUR Salvadanaio from EUR,-0.68,INVESTIMENTI,
2025-03-22,To pocket EUR Salvadanaio from EUR,-25.0,INVESTIMENTI,
2025-03-21,Pam Panorama,-39.32,FOOD,
2025-03-22,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-03-22,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-03-22,Trive Group,-8.0,GENERIC_EXPENSE,
2025-03-22,Open Baladin,-11.0,LOCALI&DELIVERY,
2025-03-26,To pocket EUR Salvadanaio from EUR,-0.5,INVESTIMENTI,
2025-03-26,PanfÃ©,-3.5,GENERIC_EXPENSE,
2025-03-27,To pocket EUR Salvadanaio from EUR,-0.2,INVESTIMENTI,
2025-03-27,To pocket EUR Salvadanaio from EUR,-0.88,INVESTIMENTI,
2025-03-27,I Love Poke Casalecchi,-13.8,LOCALI&DELIVERY,
2025-03-27,Mondadori,-15.12,HOBBY&SHOPPING,
2025-03-28,To pocket EUR Salvadanaio from EUR,-0.3,INVESTIMENTI,
2025-03-29,To pocket EUR Salvadanaio from EUR,-25.0,INVESTIMENTI,
2025-03-28,Himi,-18.7,LOCALI&DELIVERY,
2025-03-29,To pocket EUR Trading Poket from EUR,-10.0,GENERIC_EXPENSE,
2025-03-29,To Bold Stack portfolio,-100.0,INVESTIMENTI,
2025-03-29,Pocket Withdrawal,10.0,GENERIC_GAIN,
2025-03-29,Payment from PALLOMO MATTEO,1000.0,GIROCONTI,
2025-03-29,To investment account,-100.0,INVESTIMENTI,
2025-03-29,To Bold Stack portfolio,-10.0,INVESTIMENTI,
2025-03-29,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-03-29,To pocket EUR Salvadanaio from EUR,-0.11,INVESTIMENTI,
2025-03-29,Cooltra,-5.89,MOVIMENTO,
2025-03-30,To pocket EUR Salvadanaio from EUR,-0.63,INVESTIMENTI,
2025-03-30,To pocket EUR Salvadanaio from EUR,-0.78,INVESTIMENTI,
2025-03-30,To pocket EUR Salvadanaio from EUR,-0.5,INVESTIMENTI,
2025-03-30,Just Eat,-38.22,LOCALI&DELIVERY,
2025-03-31,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-03-30,Pam Panorama,-40.37,FOOD,
2025-03-29,Vale20 Srl 2,-15.0,GENERIC_EXPENSE,
2025-03-30,Gelateria La Romana T.,-7.5,LOCALI&DELIVERY,
2025-03-31,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-04-01,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-03-31,Amazon,-24.99,ECOMMERCE,
2025-03-31,Amazon,-4.99,ECOMMERCE,
2025-04-01,Amazon,-4.99,ECOMMERCE,
2025-04-02,To pocket EUR Salvadanaio from EUR,-0.82,INVESTIMENTI,
2025-04-02,Amazon,4.99,ECOMMERCE,
2025-04-02,Amazon,4.99,ECOMMERCE,
2025-04-02,Carrefour,-5.18,FOOD,
2025-04-04,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-05,To pocket EUR Salvadanaio from EUR,-25.0,INVESTIMENTI,
2025-04-05,To Bold Stack portfolio,-10.0,INVESTIMENTI,
2025-04-04,Pasticceria Pastorino,-21.0,LOCALI&DELIVERY,
2025-04-05,To pocket EUR Salvadanaio from EUR,-0.5,INVESTIMENTI,
2025-04-05,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-06,To pocket EUR Salvadanaio from EUR,-0.5,INVESTIMENTI,
2025-04-05,Pasticceria Pastorino,-22.5,LOCALI&DELIVERY,
2025-04-05,Jolly Pub,-80.0,LOCALI&DELIVERY,
2025-04-06,Gavio,-10.5,GENERIC_EXPENSE,
2025-04-08,To pocket EUR Salvadanaio from EUR,-0.43,INVESTIMENTI,
2025-04-08,Glovo,-31.57,LOCALI&DELIVERY,
2025-04-10,To pocket EUR Salvadanaio from EUR,-0.45,INVESTIMENTI,
2025-04-10,Nexi,-78.55,GENERIC_EXPENSE,
2025-04-11,To pocket EUR Salvadanaio from EUR,-0.16,INVESTIMENTI,
2025-04-11,To pocket EUR Salvadanaio from EUR,-0.5,INVESTIMENTI,
2025-04-12,To pocket EUR Salvadanaio from EUR,-25.0,INVESTIMENTI,
2025-04-11,Supersonic,-28.5,LOCALI&DELIVERY,
2025-04-12,To Bold Stack portfolio,-10.0,INVESTIMENTI,
2025-04-12,To pocket EUR Salvadanaio from EUR,-0.89,INVESTIMENTI,
2025-04-11,PENNY,-3.84,FOOD,
2025-04-12,To pocket EUR Salvadanaio from EUR,-0.15,INVESTIMENTI,
2025-04-12,Khosravi Maryam,-27.85,GENERIC_EXPENSE,
2025-04-13,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-13,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-12,Pam Panorama,-38.11,FOOD,
2025-04-13,Pastis,-14.0,LOCALI&DELIVERY,
2025-04-13,Pastis Wip Work,-20.0,LOCALI&DELIVERY,
2025-04-16,To pocket EUR Salvadanaio from EUR,-0.64,INVESTIMENTI,
2025-04-16,Carrefour,-8.36,FOOD,
2025-04-18,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-04-18,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-18,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-19,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-19,To pocket EUR Salvadanaio from EUR,-25.0,INVESTIMENTI,
2025-04-19,To Bold Stack portfolio,-10.0,INVESTIMENTI,
2025-04-19,To pocket EUR Salvadanaio from EUR,-0.1,INVESTIMENTI,
2025-04-19,Alibi,-10.0,LOCALI&DELIVERY,
2025-04-18,Ã LA VOLÃE,-20.0,LOCALI&DELIVERY,
2025-04-18,Se.da.ste Snc,-5.0,GENERIC_EXPENSE,
2025-04-19,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-19,Pizzeria Al Bunker,-23.0,LOCALI&DELIVERY,
2025-04-18,Bird,-2.99,MOVIMENTO,
2025-04-19,Ok Market Millesimo,-10.9,FOOD,
2025-04-21,To pocket EUR Salvadanaio from EUR,-0.71,INVESTIMENTI,
2025-04-21,To pocket EUR Salvadanaio from EUR,-0.3,INVESTIMENTI,
2025-04-21,To pocket EUR Salvadanaio from EUR,-0.32,INVESTIMENTI,
2025-04-21,Pam Panorama,-26.68,FOOD,
2025-04-21,Tabaccheria,-7.7,FUMO,
2025-04-21,Centro Calor,-26.01,MOVIMENTO,
2025-04-24,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-04-24,To pocket EUR Salvadanaio from EUR,-0.08,INVESTIMENTI,
2025-04-25,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-25,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-24,Amazon,-9.99,ECOMMERCE,
2025-04-25,To pocket EUR Salvadanaio from EUR,-0.16,INVESTIMENTI,
2025-04-25,Payment from PALLOMO MATTEO,1000.0,GIROCONTI,
2025-04-25,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-04-25,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-04-25,Bird,-2.99,MOVIMENTO,
2025-04-25,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-25,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-25,To pocket EUR Salvadanaio from EUR,-0.5,INVESTIMENTI,
2025-04-25,To pocket EUR Salvadanaio from EUR,-0.97,INVESTIMENTI,
2025-04-26,To pocket EUR Salvadanaio from EUR,-25.0,INVESTIMENTI,
2025-04-25,Bird,-2.99,MOVIMENTO,
2025-04-25,Mollica,-16.0,LOCALI&DELIVERY,
2025-04-25,Mollica,-8.5,LOCALI&DELIVERY,
2025-04-25,Cooltra,-4.03,MOVIMENTO,
2025-04-26,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-04-26,To Bold Stack portfolio,-10.0,INVESTIMENTI,
2025-04-25,Pam Panorama,-36.84,FOOD,
2025-04-24,Pulled Factory,-22.92,LOCALI&DELIVERY,
2025-04-25,Toccalmatto,-15.0,LOCALI&DELIVERY,
2025-04-25,Toccalmatto,-5.0,LOCALI&DELIVERY,
2025-04-25,Bike Cafe Srl Semplifi,-35.0,LOCALI&DELIVERY,
2025-04-26,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-04-26,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-26,Bird,-2.99,MOVIMENTO,
2025-04-26,Google One,-19.99,SUBSCRIPTIONS,
2025-04-26,B-evolution,-28.0,LOCALI&DELIVERY,
2025-04-28,To pocket EUR Salvadanaio from EUR,-0.51,INVESTIMENTI,
2025-04-29,To pocket EUR Salvadanaio from EUR,-0.21,INVESTIMENTI,
2025-04-28,Amazon,-13.49,ECOMMERCE,
2025-04-29,Pam Panorama,-33.79,FOOD,
2025-04-30,To pocket EUR Salvadanaio from EUR,-0.01,INVESTIMENTI,
2025-04-30,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
2025-04-30,To pocket EUR Salvadanaio from EUR,-1.0,INVESTIMENTI,
